herb_id,category,herb_korean,herb_hanja,tag_count,tags,tag_source,primary_body_category,body_categories,cluster
PLANT_105,초부,권백 (부처손),卷柏,6,관절통완화|생리조절|출혈멎음|어혈개선|열내림|해독,auto,근골·관절,근골·관절|혈·순환|여성·부인|염증·해독,4
PLANT_106,초부,남등근 (남등),藍藤根,1,호흡완화,auto,호흡·폐,호흡·폐,1
PLANT_107,초부,남실 (쪽의 씨),藍實,1,해독,auto,염증·해독,염증·해독,6
PLANT_108,초부,궁궁 (천궁),芎藭,8,감기완화|혈액보강|어혈개선|구역완화|두통완화|열내림|출혈멎음|기력보강,auto,혈·순환,혈·순환|정기·기력|머리·눈·귀|위·소화|염증·해독,2
PLANT_109,초부,황련,黃連,6,갈증해소|시력보조|염증완화|소화력강화|구역완화|면역강화,auto,위·소화,위·소화|머리·눈·귀|정기·기력|염증·해독,1
PLANT_110,초부,낙석 (마삭줄),絡石,2,상처회복|염증완화,auto,염증·해독,염증·해독|피부,6
PLANT_111,초부,백질려 (꽃이 흰 남가새),白蒺藜,4,신장보강|두통완화|기침완화|감기완화,auto,신장·소변,신장·소변|머리·눈·귀|호흡·폐|정기·기력,3
PLANT_112,초부,황기,黃芪,10,통증완화|기력보강|신장보강|이명완화|출혈멎음|염증완화|심신안정|생리조절|면역강화|열내림,auto,정기·기력,정기·기력|염증·해독|심·신경|근골·관절|머리·눈·귀|혈·순환|여성·부인|신장·소변,2
PLANT_113,초부,육종용,肉蓯蓉,7,기력보강|남성건강보조|신장보강|허리통증완화|생리조절|열내림|출혈멎음,auto,여성·부인,여성·부인|신장·소변|혈·순환|근골·관절|정기·기력|염증·해독,3
PLANT_114,초부,방풍,防風,6,감기완화|관절통완화|기력보강|심신안정|시력보조|두통완화,auto,정기·기력,정기·기력|머리·눈·귀|심·신경|근골·관절,2
PLANT_115,초부,포황 (부들 꽃가루),蒲黃,6,어혈개선|혈액보강|부종완화|출혈멎음|소화력강화|생리조절,auto,혈·순환,혈·순환|여성·부인|위·소화|신장·소변,2
PLANT_116,초부,속단,續斷,5,통증완화|혈액순환|출혈멎음|상처회복|생리조절,auto,혈·순환,혈·순환|여성·부인|근골·관절|피부,2
PLANT_117,초부,누로 (절굿대),漏蘆,5,혈액보강|출혈멎음|염증완화|피부해독|상처회복,auto,염증·해독,염증·해독|혈·순환|피부,6
PLANT_118,초부,영실 (찔레꽃의 열매),營實,2,염증완화|피부해독,auto,피부,피부|염증·해독,5
PLANT_119,초부,결명자,決明子,6,시력보조|감기완화|신장보강|염증완화|두통완화|출혈멎음,auto,머리·눈·귀,머리·눈·귀|혈·순환|신장·소변|정기·기력|염증·해독,0
PLANT_120,초부,단삼,丹參,7,통증완화|어혈개선|출혈멎음|상처회복|염증완화|생리조절|관절통완화,auto,혈·순환,혈·순환|근골·관절|여성·부인|피부|염증·해독,2
PLANT_121,초부,천근 (꼭두서니),茜根,2,출혈멎음|해독,auto,혈·순환,혈·순환|염증·해독,2
PLANT_122,초부,오미자,五味子,9,갈증해소|시력보조|해독|기력보강|신장보강|불안완화|열내림|기침완화|호흡완화,auto,정기·기력,정기·기력|염증·해독|위·소화|머리·눈·귀|호흡·폐|심·신경|신장·소변,2
PLANT_123,초부,선화 (메꽃의 꽃),旋花,2,기력보강|피부개선,auto,정기·기력,정기·기력|피부,2
PLANT_124,초부,난초 (난),蘭草,7,갈증해소|기력보강|소변개선|부종완화|해독|진액보충|가래완화,auto,정기·기력,정기·기력|위·소화|신장·소변|호흡·폐|염증·해독,2
PLANT_125,초부,인동,忍冬,4,열내림|부종완화|갈증해소|출혈멎음,auto,염증·해독,염증·해독|위·소화|혈·순환|신장·소변,6
PLANT_126,초부,사상자,蛇床子,5,대하완화|가스완화|냉증완화|생리조절|남성건강보조,auto,여성·부인,여성·부인|위·소화|정기·기력,3
PLANT_127,초부,지부자 (댑싸리 열매),地膚子,2,소변개선|열내림,auto,신장·소변,신장·소변|염증·해독,3
PLANT_128,초부,경천 (꿩의비름),景天,7,심신안정|두통완화|생리조절|면역강화|시력보조|불안완화|열내림,auto,머리·눈·귀,머리·눈·귀|심·신경|여성·부인|정기·기력|염증·해독,0
OTHER_001,수부(水),정화수 (새벽에 처음 길은 물),井華水,3,피부개선|시력보조|해독,auto,머리·눈·귀,머리·눈·귀|피부|염증·해독,0
OTHER_002,수부(水),한천수 (찬 샘물),寒泉水,5,소변개선|해독|갈증해소|구역완화|가려움완화,auto,위·소화,위·소화|신장·소변|피부|염증·해독,1
OTHER_003,수부(水),국화수 (국화포기 밑에서 나는 물),菊花水,5,피부개선|노화완화|감기완화|관절통완화|두통완화,auto,정기·기력,정기·기력|머리·눈·귀|근골·관절|피부,2
OTHER_004,수부(水),납설수 (섣달 납일에 온 눈 녹은 물),臘雪水,3,간해독|해독|면역강화,auto,정기·기력,정기·기력|간·담|염증·해독,2
OTHER_005,수부(水),춘우수 (정월에 처음 온 빗물),春雨水,1,기력보강,supplement,정기·기력,정기·기력,2
OTHER_006,수부(水),추로수 (가을 이슬 물),秋露水,5,갈증해소|시력보조|피부개선|노화완화|가려움완화,auto,피부,피부|위·소화|머리·눈·귀|정기·기력,5
OTHER_007,수부(水),동상 (겨울에 온 서리),冬霜,2,해독|비염완화,auto,머리·눈·귀,머리·눈·귀|염증·해독,0
OTHER_008,수부(水),박 (우박),雹,1,소화력강화,supplement,위·소화,위·소화,1
OTHER_009,수부(水),하빙 (여름철의 얼음),夏氷,1,열내림,auto,염증·해독,염증·해독,6
OTHER_010,수부(水),방제수 (밝은 달빛 아래에서 조개에 받은 물),方諸水,3,시력보조|면역강화|갈증해소,auto,머리·눈·귀,머리·눈·귀|위·소화|정기·기력,0
OTHER_011,수부(水),매우수 (매실이 누렇게 익을 무렵에 내리는 빗물),梅雨水,2,피부개선|피부해독,auto,피부,피부,5
OTHER_012,수부(水),반천하수 (나무 구멍과 왕대 그루터기에 고인 빗물),半天河水,2,심신안정|염증완화,auto,심·신경,심·신경|염증·해독,2
OTHER_013,수부(水),옥류수 (기와집 위에서 흘러내린 물),屋霤水,3,염증완화|해독|상처회복,auto+supplement,염증·해독,염증·해독|피부,6
OTHER_014,수부(水),모옥루수 (억새풀집 위에서 흘러내린 물),茅屋漏水,1,해독,supplement,염증·해독,염증·해독,6
OTHER_015,수부(水),옥정수 (옥 나는 데서 나오는 샘물),玉井水,2,피부개선|노화완화,auto+supplement,피부,피부|정기·기력,5
OTHER_016,수부(水),벽해수 (바다의 짠물),碧海水,1,가려움완화,auto,피부,피부,5
OTHER_017,수부(水),천리수 (멀리서 흘러오는 강물),千里水,1,소변개선,auto,신장·소변,신장·소변,3
OTHER_018,수부(水),감란수 (많이 휘저어 거품진 물),甘爛水,1,소화력강화,auto,위·소화,위·소화,1
OTHER_019,수부(水),역류수 (거슬러 돌아 흐르는 물),逆流水,1,가래완화,auto,호흡·폐,호흡·폐,1
OTHER_020,수부(水),순류수 (순순히 흐르는 물),順流水,1,허리통증완화,auto,근골·관절,근골·관절,4
OTHER_021,수부(水),급류수 (여울에 빨리 흐르는 물),急流水,2,감기완화|소변개선,auto+supplement,신장·소변,신장·소변|정기·기력,3
OTHER_022,수부(水),온천 (더운 샘물),溫泉,4,가려움완화|관절통완화|감기완화|염증완화,auto,피부,피부|정기·기력|근골·관절|염증·해독,5
OTHER_023,수부(水),냉천 (맛이 떫고 찬물),冷泉,2,두통완화|열내림,auto,머리·눈·귀,머리·눈·귀|염증·해독,0
OTHER_024,수부(水),장수 (좁쌀죽 윗물),漿水,2,갈증해소|소화력강화,auto,위·소화,위·소화,1
OTHER_025,수부(水),지장 (누런 흙물),地漿,1,해독,auto+supplement,염증·해독,염증·해독,6
OTHER_026,수부(水),요수 (산골에 비가 와서 고인 물),潦水,3,기력보강|간해독|소화력강화,auto+supplement,위·소화,위·소화|정기·기력|간·담,1
OTHER_027,수부(水),생숙탕 (끓인 물과 찬물을 탄 것),生熟湯,1,소화력강화,auto,위·소화,위·소화,1
OTHER_028,수부(水),열탕 (덥게 끓인 물),熱湯,1,소화력강화,auto,위·소화,위·소화,1
OTHER_029,수부(水),마비탕 (생삼을 달인 물),麻沸湯,1,갈증해소,auto,위·소화,위·소화,1
OTHER_030,수부(水),조사탕 (고치 삶은 물),繰絲湯,2,갈증해소|구충,auto,위·소화,위·소화|염증·해독,1
OTHER_031,수부(水),증기수 (밥한 시루 덮개에 맺힌 물),甑氣水,2,피부개선|소화력강화,auto+supplement,위·소화,위·소화|피부,1
OTHER_032,수부(水),동기상한 (동그릇에 맺힌 물),銅器上汗,1,염증완화,auto+supplement,염증·해독,염증·해독,6
OTHER_033,수부(水),취탕 (묵은 숭늉 물),炊湯,0,,supplement,기타,,7
OTHER_034,수부(水),육천기 (여섯 가지 천기),六天氣,3,피부개선|기력보강|노화완화,auto+supplement,정기·기력,정기·기력|피부,2
OTHER_035,토부,복룡간 (오랜 솥 밑의 누런 흙),伏龍肝,4,출혈멎음|염증완화|생리조절|면역강화,auto,혈·순환,혈·순환|염증·해독|여성·부인|정기·기력,2
OTHER_036,토부,동벽토 (해 먼저 뜨는 동쪽 벽 흙),東壁土,2,열내림|소화력강화,auto,위·소화,위·소화|염증·해독,1
OTHER_037,토부,서벽토 (서쪽 해질 때 쬐는 벽 흙),西壁土,1,해독,supplement,염증·해독,염증·해독,6
OTHER_038,토부,호황토 (좋은 누런 진흙),好黃土,3,해독|소화력강화|염증완화,auto,염증·해독,염증·해독|위·소화,6
OTHER_039,토부,적토 (가장 붉은 주토),赤土,1,면역강화,auto,정기·기력,정기·기력,2
OTHER_040,토부,백악 (백토),白堊,2,소화력강화|기력보강,auto,위·소화,위·소화|정기·기력,1
OTHER_041,토부,해금사 (실고사리 포자),海金沙,1,소변개선,auto+supplement,신장·소변,신장·소변,3
OTHER_042,토부,정저사 (우물 바닥의 모래),井底沙,1,해독,supplement,염증·해독,염증·해독,6
OTHER_043,토부,유월하중열사 (유월 물가의 더운 모래),六月河中熱沙,1,관절통완화,auto,근골·관절,근골·관절,4
OTHER_044,토부,도중열진토 (여름 길 가운데 더운 흙),道中熱塵土,1,해독,supplement,염증·해독,염증·해독,6
OTHER_045,토부,토봉과상토 (땅벌 집 위의 흙),土蜂窠上土,2,염증완화|해독,auto+supplement,염증·해독,염증·해독,6
OTHER_046,토부,하철조중회 (풀무질하는 부엌의 재),鍜鐵竈中灰,1,어혈개선,auto,혈·순환,혈·순환,2
OTHER_047,토부,동회 (명아주 태운 재),冬灰,1,피부개선,auto+supplement,피부,피부,5
OTHER_048,토부,상시회 (뽕나무를 불에 태운 재),桑柴灰,2,피부개선|부종완화,auto,피부,피부|신장·소변,5
OTHER_049,토부,백초회 (백가지 풀을 태운 재),百草灰,1,상처회복,auto,피부,피부,5
OTHER_050,토부,백초상 (오래된 부엌 어귀의 검댕),百草霜,2,소화력강화|출혈멎음,auto,혈·순환,혈·순환|위·소화,2
OTHER_051,토부,당묵 (솥 밑의 검댕),鐺墨,3,출혈멎음|상처회복|해독,auto,피부,피부|혈·순환|염증·해독,5
OTHER_052,토부,양상진 (대들보 위의 티끌),梁上塵,3,상처회복|면역강화|출혈멎음,auto,혈·순환,혈·순환|피부|정기·기력,2
PLANT_129,곡부,호마 (검은 참깨),胡麻,3,뼈근육강화|기력보강|노화완화,auto,정기·기력,정기·기력|근골·관절,2
PLANT_130,곡부,백유마 (흰 참깨),白油麻,4,혈액순환|피부개선|기침완화|소화력강화,auto,혈·순환,혈·순환|호흡·폐|위·소화|피부,2
PLANT_131,곡부,마자 (삼씨),麻子,4,기력보강|소변개선|습기개선|소화력강화,auto,정기·기력,정기·기력|신장·소변|위·소화,2
PLANT_132,곡부,대두 (흰콩),大豆,2,기력보강|소화력강화,auto,위·소화,위·소화|정기·기력,1
PLANT_133,곡부,적소두 (붉은 팥),赤小豆,5,소화력강화|소변개선|갈증해소|부종완화|염증완화,auto,위·소화,위·소화|신장·소변|염증·해독,1
PLANT_134,곡부,속미 (좁쌀),粟米,4,소화력강화|소변개선|기력보강|신장보강,auto,신장·소변,신장·소변|위·소화|정기·기력,3
PLANT_135,곡부,갱미 (멥쌀),粳米,4,소화력강화|기력보강|불안완화|냉증완화,auto,위·소화,위·소화|정기·기력|심·신경,1
PLANT_136,곡부,나미 (찹쌀),糯米,2,기력보강|소화력강화,auto,정기·기력,정기·기력|위·소화,2
PLANT_137,곡부,주 (술),酒,6,혈액순환|소화력강화|심신안정|해독|기력보강|피부개선,auto+supplement,위·소화,위·소화|심·신경|혈·순환|염증·해독|피부|정기·기력,1
PLANT_138,곡부,초 (식초),醋,3,어혈개선|염증완화|생리조절,auto,염증·해독,염증·해독|혈·순환|여성·부인,6
PLANT_139,곡부,이당 (엿),飴糖,3,기력보강|기침완화|가래완화,auto,호흡·폐,호흡·폐|정기·기력,1
PLANT_140,곡부,두부,豆腐,1,기력보강,auto,정기·기력,정기·기력,2
PLANT_141,곡부,직미 (찰지지 않은 기장쌀),稷米,1,기력보강,auto,정기·기력,정기·기력,2
ANIMAL_067,인부,난발 (저절로 떨어진 머리털),亂髮,4,출혈멎음|소변개선|어혈개선|부종완화,auto,신장·소변,신장·소변|혈·순환,3
ANIMAL_068,인부,발피 (베어서 엮은 털),髮髲,3,소변개선|부종완화|출혈멎음,auto,신장·소변,신장·소변|혈·순환,3
ANIMAL_069,인부,자수 (수염),髭鬚,1,심신안정,supplement,심·신경,심·신경,2
ANIMAL_070,인부,두구 (머리의 때),頭垢,2,해독|소변개선,auto,염증·해독,염증·해독|신장·소변,6
ANIMAL_071,인부,이색 (귀지),耳塞,1,심신안정,auto+supplement,심·신경,심·신경,2
ANIMAL_072,인부,아치 (빠진 이),牙齒,1,해독,auto,염증·해독,염증·해독,6
ANIMAL_073,인부,구중연급타 (입의 침),口中涎及唾,3,가려움완화|피부개선|염증완화,auto+supplement,피부,피부|염증·해독,5
ANIMAL_074,인부,천령개 (오래된 해골의 정수리뼈),天靈蓋,1,열내림,auto+supplement,염증·해독,염증·해독,6
ANIMAL_075,인부,인유즙 (사람의 젖),人乳汁,3,기력보강|염증완화|시력보조,auto,정기·기력,정기·기력|머리·눈·귀|염증·해독,2
ANIMAL_076,인부,부인포의 (출산 후 태반),婦人胞衣,4,열내림|진액보충|남성건강보조|기력보강,auto,정기·기력,정기·기력|여성·부인|염증·해독,2
ANIMAL_077,인부,인뇨 (사람의 소변),人尿,1,기침완화,auto,호흡·폐,호흡·폐,1
ANIMAL_078,인부,부인월수 (여자의 월경수),婦人月水,1,해독,auto+supplement,염증·해독,염증·해독,6
ANIMAL_079,인부,인곤당 (속곳 밑부분),人裩襠,1,생리조절,supplement,여성·부인,여성·부인,3
ANIMAL_080,인부,인시 (사람의 마른 똥),人屎,2,해독|면역강화,auto,정기·기력,정기·기력|염증·해독,2
ANIMAL_081,인부,인조갑 (손톱·발톱),人爪甲,2,생리조절|시력보조,auto,머리·눈·귀,머리·눈·귀|여성·부인,0
ANIMAL_082,인부,신생소아제 (탯줄),新生小兒臍,1,염증완화,auto,염증·해독,염증·해독,6
ANIMAL_083,금부(禽),단웅계육 (붉은 수탉의 고기),丹雄雞肉,4,기력보강|대하완화|냉증완화|출혈멎음,auto,정기·기력,정기·기력|혈·순환|여성·부인,2
ANIMAL_084,금부(禽),백웅계육 (흰 수탉의 고기),白雄雞肉,3,심신안정|갈증해소|소변개선,auto,심·신경,심·신경|위·소화|신장·소변,2
ANIMAL_085,금부(禽),오웅계육 (검은 수탉의 고기),烏雄雞肉,5,기력보강|관절통완화|태보|통증완화|뼈강화,auto,근골·관절,근골·관절|여성·부인|정기·기력,4
ANIMAL_086,금부(禽),오자계육 (검은 암탉의 고기),烏雌雞肉,6,관절통완화|염증완화|태보|생리조절|구역완화|냉증완화,auto,여성·부인,여성·부인|위·소화|근골·관절|정기·기력|염증·해독,3
ANIMAL_087,금부(禽),황자계육 (누런 암탉의 고기),黃雌雞肉,5,기력보강|소변개선|갈증해소|소화력강화|신장보강,auto,위·소화,위·소화|신장·소변|정기·기력,1
ANIMAL_088,금부(禽),계자 (달걀),雞子,5,심신안정|열내림|태보|면역강화|가래완화,auto,심·신경,심·신경|호흡·폐|여성·부인|정기·기력|염증·해독,2
ANIMAL_089,금부(禽),백아육 (흰 거위 고기),白鵝肉,1,갈증해소,auto,위·소화,위·소화,1
ANIMAL_090,금부(禽),목방 (집오리 기름),鶩肪,2,부종완화|열내림,auto,염증·해독,염증·해독|신장·소변,6
ANIMAL_091,금부(禽),야압육 (들오리 고기),野鴨肉,2,기력보강|염증완화,auto,정기·기력,정기·기력|염증·해독,2
ANIMAL_092,금부(禽),안방 (기러기 기름),雁肪,4,감기완화|뼈근육강화|경련완화|관절통완화,auto,근골·관절,근골·관절|정기·기력|심·신경,4
ANIMAL_093,금부(禽),작육 (참새고기),雀肉,4,남성건강보조|기력보강|신장보강|허리통증완화,auto,여성·부인,여성·부인|신장·소변|근골·관절|정기·기력,3
ANIMAL_094,금부(禽),연시 (귀제비 똥),燕屎,4,열내림|소변개선|심신안정|해독,auto,신장·소변,신장·소변|염증·해독|심·신경,3
ANIMAL_095,금부(禽),복익 (박쥐),伏翼,3,시력보조|소변개선|부종완화,auto,신장·소변,신장·소변|머리·눈·귀,3
ANIMAL_096,금부(禽),응시백 (매 똥),鷹屎白,2,피부개선|해독,auto+supplement,피부,피부|염증·해독,5
ANIMAL_097,금부(禽),치육 (꿩고기),雉肉,4,소화력강화|기력보강|피부해독|염증완화,auto,정기·기력,정기·기력|위·소화|염증·해독|피부,2
ANIMAL_098,금부(禽),치두 (솔개 대가리),鴟頭,1,두통완화,supplement,머리·눈·귀,머리·눈·귀,0
ANIMAL_099,금부(禽),오아 (까마귀),烏鴉,4,열내림|면역강화|기침완화|기력보강,auto+supplement,호흡·폐,호흡·폐|정기·기력|염증·해독,1
ANIMAL_100,금부(禽),자아 (갈까마귀),慈鴉,3,기침완화|열내림|기력보강,auto+supplement,호흡·폐,호흡·폐|정기·기력|염증·해독,1
ANIMAL_101,금부(禽),웅작육 (숫까치의 고기),雄鵲肉,2,소변개선|감기완화,auto,신장·소변,신장·소변|정기·기력,3
ANIMAL_102,금부(禽),연작 (때까치),練鵲,2,기력보강|감기완화,auto+supplement,정기·기력,정기·기력,2
ANIMAL_103,금부(禽),반초 (얼룩덜룩한 멧비둘기),斑鷦,2,시력보조|기력보강,auto,머리·눈·귀,머리·눈·귀|정기·기력,0
ANIMAL_104,금부(禽),백합 (흰 집비둘기),白鴿,3,해독|기력보강|생리조절,auto+supplement,염증·해독,염증·해독|여성·부인|정기·기력,6
ANIMAL_105,금부(禽),발합 (흰 멧비둘기),鵓鴿,5,해독|염증완화|피부해독|기력보강|생리조절,auto+supplement,염증·해독,염증·해독|여성·부인|피부|정기·기력,6
ANIMAL_106,금부(禽),순육 (메추라기),鶉肉,3,뼈근육강화|기력보강|면역강화,auto,정기·기력,정기·기력|근골·관절,2
ANIMAL_107,금부(禽),계칙 (비오리),鸂鶒,1,기력보강,supplement,정기·기력,정기·기력,2
ANIMAL_108,금부(禽),원앙,鴛鴦,1,가려움완화,auto,피부,피부,5
ANIMAL_109,금부(禽),촉옥,鸀鳿,1,기력보강,supplement,정기·기력,정기·기력,2
ANIMAL_110,금부(禽),휼육 (도요새),鷸肉,1,기력보강,auto,정기·기력,정기·기력,2
ANIMAL_111,금부(禽),탁목조 (딱따구리),啄木鳥,1,염증완화,auto,염증·해독,염증·해독,6
ANIMAL_112,금부(禽),백학 (두루미),白鶴,1,기력보강,auto,정기·기력,정기·기력,2
ANIMAL_113,금부(禽),천아육 (고니 고기),天鵝肉,1,기력보강,supplement,정기·기력,정기·기력,2
ANIMAL_114,금부(禽),관골 (황새뼈),鸛骨,3,기침완화|면역강화|뼈근육강화,auto+supplement,호흡·폐,호흡·폐|근골·관절|정기·기력,1
ANIMAL_115,금부(禽),노자시 (가마우지 똥),鸕鷀屎,2,피부개선|면역강화,auto,피부,피부|정기·기력,5
ANIMAL_116,금부(禽),어구 (물총새),魚狗,1,소변개선,supplement,신장·소변,신장·소변,3
ANIMAL_117,금부(禽),구욕 (구관조),鴝鵒,2,염증완화|출혈멎음,auto,염증·해독,염증·해독|혈·순환,6
ANIMAL_118,금부(禽),박로 (때까치의 일종),博勞,2,면역강화|기력보강,auto+supplement,정기·기력,정기·기력,2
ANIMAL_119,금부(禽),제고취 (사다새(펠리컨)의 부리),鵜鴣觜,3,생리조절|염증완화|기침완화,auto+supplement,염증·해독,염증·해독|호흡·폐|여성·부인,6
ANIMAL_120,금부(禽),교부조 (뱁새),巧婦鳥,1,기력보강,supplement,정기·기력,정기·기력,2
ANIMAL_121,금부(禽),호작 (촉새),蒿雀,1,기력보강,supplement,정기·기력,정기·기력,2
ANIMAL_122,금부(禽),할계 (멧닭),鶡雞,2,기력보강|남성건강보조,supplement,여성·부인,여성·부인|정기·기력,3
ANIMAL_123,금부(禽),백설조 (지빠귀),百舌鳥,2,면역강화|기력보강,auto+supplement,정기·기력,정기·기력,2
ANIMAL_124,금부(禽),황갈후 (염주비둘기),黃褐侯,2,염증완화|기력보강,auto+supplement,정기·기력,정기·기력|염증·해독,2
ANIMAL_125,금부(禽),포곡 (뻐꾹새),布穀,1,기력보강,supplement,정기·기력,정기·기력,2
ANIMAL_126,금부(禽),두견 (두견이),杜鵑,2,출혈멎음|기침완화,auto+supplement,호흡·폐,호흡·폐|혈·순환,1
ANIMAL_127,금부(禽),효목 (올빼미의 눈),鴞目,1,시력보조,supplement,머리·눈·귀,머리·눈·귀,0
ANIMAL_128,금부(禽),벽체고 (논병아리 기름),鷿鷈膏,1,이명완화,auto,머리·눈·귀,머리·눈·귀,0
ANIMAL_129,금부(禽),노사육 (해오라기의 고기),鷺鷥肉,1,기력보강,auto,정기·기력,정기·기력,2
ANIMAL_130,금부(禽),백구육 (갈매기의 고기),白鷗肉,3,심신안정|갈증해소|기력보강,auto+supplement,심·신경,심·신경|위·소화|정기·기력,2
ANIMAL_131,금부(禽),절지 (밀화부리),竊脂,1,기력보강,auto,정기·기력,정기·기력,2
ANIMAL_132,금부(禽),창경 (꾀꼬리),鶬鶊,1,기력보강,auto,정기·기력,정기·기력,2
ANIMAL_133,금부(禽),자고,鷓鴣,1,기력보강,supplement,정기·기력,정기·기력,2
ANIMAL_134,수부(獸),녹용,鹿茸,7,대하완화|태보|신장보강|생리조절|출혈멎음|기력보강|관절통완화,auto,여성·부인,여성·부인|혈·순환|정기·기력|신장·소변|근골·관절,3
ANIMAL_135,수부(獸),미지 (고라니의 기름),麋脂,4,관절통완화|염증완화|남성건강보조|냉증완화,auto,염증·해독,염증·해독|여성·부인|근골·관절|정기·기력,6
ANIMAL_136,수부(獸),장골 (노루의 뼈),麞骨,4,피부개선|신장보강|뼈근육강화|관절통완화,auto+supplement,신장·소변,신장·소변|근골·관절|피부,3
ANIMAL_137,수부(獸),궤육 (아기사슴의 고기),麂肉,3,염증완화|생리조절|피부해독,auto,여성·부인,여성·부인|염증·해독|피부,3
ANIMAL_138,수부(獸),고양각 (숫염소 또는 숫양의 뿔),羖羊角,5,시력보조|감기완화|심신안정|열내림|출혈멎음,auto,머리·눈·귀,머리·눈·귀|정기·기력|심·신경|혈·순환|염증·해독,0
ANIMAL_139,수부(獸),영양각 (영양의 뿔),羚羊角,4,시력보조|심신안정|해독|출혈멎음,auto,머리·눈·귀,머리·눈·귀|심·신경|혈·순환|염증·해독,0
ANIMAL_140,수부(獸),서각 (코뿔소의 뿔),唐 犀角,3,시력보조|해독|열내림,auto,염증·해독,염증·해독|머리·눈·귀,6
ANIMAL_141,수부(獸),호골 (호랑이의 뼈),虎骨,2,뼈근육강화|관절통완화,supplement,근골·관절,근골·관절,4
ANIMAL_142,수부(獸),표육 (표범의 고기),豹肉,3,뼈근육강화|심신안정|기력보강,auto,심·신경,심·신경|근골·관절|정기·기력,2
ANIMAL_143,수부(獸),리골 (살쾡이의 뼈),狸骨,3,염증완화|통증완화|심신안정,auto,염증·해독,염증·해독|심·신경|근골·관절,6
ANIMAL_144,수부(獸),토두골 (토끼 머리뼈),免頭骨,1,생리조절,auto,여성·부인,여성·부인,3
ANIMAL_145,수부(獸),모구음경 (수캐의 음경),牡狗陰莖,2,남성건강보조|생리조절,auto,여성·부인,여성·부인,3
